exposure,stimType,sentence,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,gender,bildung,ageGroups,MSSGroups,ABNBLGroups
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,377,200.2,133.8,825.7,501,467.4,177.2,133.2,425.3,300.4,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,133.7,167.2,368.3,366.8,300,434.6,368,143.1,391.1,300.7,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,310.4,324.3,143,367.7,167.2,123.1,402,410.7,156.3,367.7,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,811.7,391.2,133.9,402.6,199.1,176.3,324.5,167.3,209.9,133.4,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,410.4,191.1,143.1,133.5,1069.2,625.5,443.5,133.9,691.6,334.6,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,233.8,167.1,157.9,176.3,300.3,300.8,401.3,166.8,200.6,334.3,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,101.1,501.7,1468.3,177.4,300.6,190.9,176.6,358.4,133.4,368,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,199.7,143.3,157.8,433.9,301.1,174.1,393.9,133.2,367.7,301.1,maennlich,tertiaer,middle aged,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,109.4,201,390.9,133.5,200.9,176.8,200.2,401.5,132.7,191.2,maennlich,tertiaer,middle aged,middleSexism,middleAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,450.4,383.5,349.8,400.1,383.5,366,350.8,349.3,351.2,366.2,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,449.7,400.7,367.8,381.9,350.9,332.4,333.1,350.6,316.3,350.1,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,466.3,517.2,415.8,399.8,451,399.5,449.7,416.8,416.6,450.7,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,699.2,484.3,465.8,399.8,434.5,399.1,400.8,433.4,400.2,400.1,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,100,565.7,483.5,433.6,467.3,466.9,500,400.1,465.9,467.2,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,100,549.5,533.2,400.3,399.9,483.9,399.1,417.7,451.5,415.4,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,550.9,449.5,467.2,382.9,449.7,417.6,399,433.7,417,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,466.5,384.1,415.8,466.9,433.4,400.3,417,399.2,417.7,449.1,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,350.6,366.7,434,382.7,383,417.4,400.2,400,416.3,367,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,450,416.8,399.7,450.1,400.7,383.3,432.5,400.7,399.3,433.7,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,401,350.1,466.4,399.8,399.5,417.3,367.4,416.9,366,383,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,383.9,399.7,399.5,400,417.9,399.2,382.8,383.7,516.8,418.5,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,383.5,400.3,349.2,399.7,384.2,399.6,416.4,367.1,366.5,451.1,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,416.8,366.3,517.2,416.9,399.6,433.8,433.2,366.9,435.3,431.4,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,234,516,416.7,400.5,383.1,467.1,416.7,400.3,465.8,399.7,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,100,616,450.7,416.5,366.8,466.9,399.3,383.8,417,517,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,100,499.3,450.3,450.2,400.1,382.9,384.1,466.1,483.7,1750.1,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,583.3,351.7,432.2,450.1,433.6,483.6,398.4,383.8,416.5,500.4,maennlich,tertiaer,younger,middleSexism,morePositiveAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,766,1516,1484,517,601,500,682,517,567,549,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,617,682,618,532,617,600,451,533,599,650,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,1017,850,616,469,381,634,451,450,483,566,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,100,1015,633,400,1200,483,1000,550,468,732,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,2183,633,2685,831,1168,616,467,700,533,467,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,217,233,250,434,650,534,432,333,434,350,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,418,250,649,550,616,468,450,616,450,451,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,100,1166,650,485,365,484,466,434,450,500,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,417,751,567,399,400,367,767,317,299,467,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,216,351,1116,417,500,534,350,333,482,550,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,918,333,717,500,800,432,467,550,517,517,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,199,634,350,466,367,433,501,450,550,699,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,766,816,517,467,399,467,468,517,499,516,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,100,365,400,334,318,332,267,283,282,351,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,768,516,467,467,600,365,618,599,468,550,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,117,250,1950,483,400,483,401,449,633,967,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,366,283,352,299,250,216,299,468,450,417,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,100,848,436,514,467,466,301,316,450,551,weiblich,tertiaer,older,higherSexism,moreNegativeAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,733,834,833,817,1150,983,800,800,984,1283,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,385,1083,683,834,883,967,750,667,716,734,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,666,900,1084,849,1051,733,834,683,733,967,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,716,800,934,800,867,716,934,983,817,783,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,217,867,715,785,1000,767,766,817,1000,1733,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,334,933,749,884,767,717,716,634,733,717,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,516,1233,717,617,733,667,634,716,784,766,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,799,816,717,767,983,767,733,684,566,1417,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,817,733,617,683,817,667,666,717,817,833,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,633,700,600,584,583,683,550,700,650,833,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,1100,717,666,600,534,667,666,634,666,784,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,617,700,700,616,500,667,667,766,551,700,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,951,834,666,667,666,601,433,667,583,817,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,667,616,684,633,667,666,717,567,716,684,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,300,1017,683,599,585,750,633,600,633,684,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,633,618,733,1367,932,651,600,617,600,567,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,267,616,651,1750,1466,684,649,584,584,649,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,679,550,617,616,566,651,483,584,550,783,weiblich,sek1,older,higherSexism,middleAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,516.2,416.2,466.3,432.6,383.4,399.5,382.7,383.1,366.6,449.5,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,532.8,416.2,499.5,499.6,432.9,465.9,449.9,466.2,549.5,799.3,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,566.3,366.5,582.7,416.4,282.9,749.3,283,233.2,432.7,266.4,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,216.6,599.8,482.7,349.8,183.2,499.6,449.6,366.2,449.6,466.3,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,100,1115.6,466,283.2,433.3,499.6,384.8,514.3,549.3,499.6,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,616.4,615.8,316.6,266.5,582.8,415.8,433.4,449.6,666,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,100,649.3,566.1,433,216.1,1132.5,399.4,466.5,432.9,449.6,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,449.4,499.8,366.7,432.6,349.6,466.3,665.8,449.8,416,649.6,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,433.1,216.5,166.5,482.9,216.2,166.4,549.8,199.7,499.6,399.6,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,383.3,216.2,582.8,316.7,232.9,532.7,266.7,432.8,366.2,233.4,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,383.3,316,300.1,266.3,249.8,465.9,216.8,166.5,432.9,299.8,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,116.4,166.8,182.8,566.3,316.5,216.4,449.6,399.7,282.7,616.4,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,432.9,266.1,133.6,149.8,182.9,666.2,332.7,366.6,249.9,499.5,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,549.7,249.6,183.4,482.4,283.1,566.2,233.4,183.1,499.6,699,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,399.6,299.7,233.1,183.2,166.5,499.6,382.9,333,416.3,399.4,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,350.1,399.7,282.7,233.2,166.6,549.6,449.5,233,183,582.9,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,316.3,266.4,100,582.9,333,399.6,383,416.3,449.5,599.4,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,416.4,599.4,416.2,383,333,516.2,366.3,466.3,566,566.4,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,534,599,668,634,532,833,717,667,599,784,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,617,850,833,783,867,1033,567,667,600,550,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,517,599,650,617,684,849,884,933,616,500,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,885,683,883,817,766,867,750,633,667,1117,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,1368,1149,800,634,566,668,583,683,600,716,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,866,767,700,449,418,516,701,766,733,850,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,401,600,466,600,800,717,666,650,801,1016,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,1417,733,833,699,1018,783,684,967,600,549,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,435,599,718,549,567,500,567,599,533,534,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,1133,533,850,867,800,551,565,434,466,535,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,566,634,634,615,868,583,516,484,417,483,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,367,400,550,450,734,667,500,433,400,600,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,449,700,667,550,883,650,484,500,483,533,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,117,599,534,400,416,684,683,534,517,433,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,483,550,650,566,518,565,400,234,416,484,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,316,484,700,500,417,483,384,365,433,468,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,400,783,467,533,599,635,516,383,283,451,maennlich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,217,633,483,450,350,701,649,434,334,349,maennlich,tertiaer,younger,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,505.2,913.900001,850.5,682.4,782.2,683,649.8,667.900001,614.4,583.1,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,619.900001,715.799999,649.8,682.8,649.6,679.599999,653.2,632.5,649.8,766,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,466.4,719.5,567.1,598.7,583.3,516.2,533,516.3,499.7,549.400001,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,100,595.9,569.6,548.7,600.5,533.1,517.9,565.9,515.400001,581.8,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,486.6,517.9,448.4,500,482.8,416.2,496,469.5,446.400001,786.099999,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,329.5,237.3,1181.2,466.1,616.299999,416.1,416.9,415.900001,399.8,430.4,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,303,229.900001,287.4,365.4,401,448.5,334.900001,298.4,266.5,734,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,266.5,236.4,416.400001,284.2,266.3,348.9,250.400001,266.2,283.5,350.2,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,220,229.7,237.200001,249.7,250.599999,265.900001,265.8,266.7,234,245.7,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,303.7,231.900001,347.4,302,280,349.8,319,300.599999,334.400001,345.099999,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,320.099999,249.5,280,286.3,266.6,317.2,262.4,271.2,281.8,296.5,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,136.799999,279.6,283.3,254.2,245.4,253.700001,267.4,295.1,303,263.2,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,103,316.400001,251.799999,244.8,253,266.7,263.1,253.1,263.299999,532.900001,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,187.400001,299.099999,266.3,299.7,283.900001,246,266.5,270.2,282.9,246.3,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,188.2,232.099999,249.200001,250.2,266.5,264.099999,286.6,281.9,266.400001,333.3,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,135.700001,283.2,233.3,246.5,286.599999,230,249.7,219.900001,229.599999,283.400001,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,300.9,349.7,250,266.1,246.8,236.2,266.7,217.2,234.400001,215,weiblich,tertiaer,older,middleSexism,middleAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,236.5,249.9,233,216.6,233.3,233.599999,216.900001,232.5,229.7,238.3,weiblich,tertiaer,older,middleSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,1000,1300,867,700,533,767,833,901,933,933,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,366,1167,800,900,1900,634,733,600,600,1067,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,467,633,534,566,1334,466,834,533,500,633,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,1200,1333,1000,1000,1000,967,567,833,466,600,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,934,767,533,533,800,766,668,533,1133,867,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,200,800,1034,800,1366,601,566,767,500,466,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,1067,766,767,1267,666,600,600,800,500,1034,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,1933,900,700,434,800,533,500,2700,500,767,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,101,1066,833,600,800,666,701,700,533,1667,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,1899,500,634,466,500,367,967,567,932,468,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,1400,433,700,633,1267,1000,1100,667,833,667,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,367,1200,300,567,733,434,233,467,1000,999,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,534,600,1366,935,1899,633,433,467,434,599,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,400,900,500,433,467,600,733,334,400,433,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,1150,1067,667,300,433,433,300,200,500,534,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,100,633,533,300,400,401,466,400,700,800,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,1933,1033,1967,567,600,899,601,400,433,466,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,833,399,268,399,534,333,467,500,600,weiblich,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,750,899,784,583,766,751,716,551,600,533,maennlich,tertiaer,middle aged,middleSexism,morePositiveAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,983,834,600,967,3000,767,633,567,666,883,maennlich,tertiaer,middle aged,middleSexism,morePositiveAtt
